time,open,high,low,close,volume
2025-02-12,39870.0,40110.0,39770.0,40010.0,1137195
2025-02-13,40010.0,40830.0,39620.0,40640.0,2401025
2025-02-14,41030.0,41360.0,40640.0,40980.0,2156193
2025-02-17,41030.0,41700.0,40540.0,40690.0,2505209
2025-02-18,40640.0,41360.0,40540.0,41220.0,1698187
2025-02-19,41610.0,41900.0,41410.0,41800.0,2235945
2025-02-20,41950.0,41950.0,41510.0,41700.0,1278276
2025-02-21,41410.0,42090.0,41320.0,41800.0,1857980
2025-02-24,41700.0,41750.0,41270.0,41610.0,1507636
2025-02-25,41610.0,42190.0,41610.0,41900.0,1838959
2025-02-26,41900.0,42040.0,41610.0,41850.0,1082425
2025-02-27,41800.0,41990.0,41460.0,41560.0,1385824
2025-02-28,41560.0,42280.0,41560.0,42140.0,1737668
2025-03-03,41990.0,42860.0,41850.0,42770.0,2399990
2025-03-04,42770.0,43110.0,42280.0,43060.0,2100737
2025-03-05,43060.0,43060.0,42330.0,42330.0,1232804
2025-03-06,42280.0,42380.0,41320.0,42240.0,2032783
2025-03-07,42190.0,42190.0,41170.0,41460.0,3053707
2025-03-10,41610.0,41610.0,40830.0,41610.0,2078695
2025-03-11,41220.0,41900.0,41030.0,41900.0,1583873
2025-03-12,41850.0,41850.0,41220.0,41510.0,1184420
2025-03-13,41460.0,41460.0,40350.0,40350.0,2542113
2025-03-14,40250.0,40450.0,39670.0,40060.0,1681513
2025-03-17,40060.0,40350.0,39530.0,40110.0,1373302
2025-03-18,40250.0,40590.0,40110.0,40350.0,1316699
2025-03-19,40450.0,40450.0,39770.0,40160.0,677059
2025-03-20,40060.0,40250.0,39620.0,39960.0,859643
2025-03-21,39960.0,40060.0,39620.0,39960.0,1181023
2025-03-24,39960.0,40110.0,39570.0,39910.0,617785
2025-03-25,40160.0,40160.0,39570.0,39620.0,1757514
2025-03-26,39770.0,40160.0,39670.0,39820.0,792904
2025-03-27,39820.0,39960.0,39480.0,39620.0,792781
2025-03-28,39480.0,39620.0,38510.0,38510.0,1651085
2025-03-31,38320.0,38370.0,37780.0,38270.0,1020533
2025-04-01,38560.0,38990.0,38410.0,38990.0,565478
2025-04-02,39090.0,39090.0,38700.0,38900.0,350291
2025-04-03,36960.0,37930.0,36190.0,36190.0,2809610
2025-04-04,33670.0,34540.0,33670.0,34540.0,4401941
2025-04-08,32369.999999999996,33770.0,32170.0,32170.0,1903706
2025-04-09,29950.0,32030.0,29950.0,29950.0,2656049
2025-04-10,32030.0,32030.0,32030.0,32030.0,41725
2025-04-11,34250.0,34250.0,32369.999999999996,34200.0,3677259
2025-04-14,34160.0,34200.0,33290.0,33720.0,1582843
2025-04-15,33380.0,33620.0,32509.999999999996,32509.999999999996,1653667
2025-04-16,32509.999999999996,33000.0,31930.0,31930.0,1207346
2025-04-17,31880.0,32800.0,31690.0,32750.0,802357
2025-04-18,33140.0,33330.0,32900.0,32900.0,607620
2025-04-21,32900.0,33140.0,32409.999999999996,32700.000000000004,419464
2025-04-22,32700.000000000004,32700.000000000004,30430.0,32030.0,1194762
2025-04-23,32610.0,32700.000000000004,32080.0,32369.999999999996,795307
2025-04-24,32509.999999999996,33140.0,32509.999999999996,32560.000000000004,935211
2025-04-25,32610.0,33330.0,32560.000000000004,33140.0,1459331
2025-04-28,33140.0,33140.0,32560.000000000004,32700.000000000004,608855
2025-04-29,32700.000000000004,32900.0,32700.000000000004,32800.0,357616
2025-05-05,32659.999999999996,32659.999999999996,32119.999999999996,32560.000000000004,658425
2025-05-06,32800.0,33480.0,32610.0,32800.0,1538813
2025-05-07,31930.0,32700.000000000004,31930.0,32409.999999999996,2038319
2025-05-08,32119.999999999996,34640.0,32119.999999999996,34540.0,4051672
2025-05-09,34540.0,34640.0,33870.0,34010.0,1596493
2025-05-12,34010.0,34540.0,34010.0,34350.0,1727294
2025-05-13,34830.0,34830.0,34400.0,34400.0,1537168
2025-05-14,34540.0,35080.0,34450.0,34540.0,2600945
2025-05-15,34540.0,34790.0,34250.0,34400.0,1230061
2025-05-16,34450.0,34930.0,34400.0,34590.0,1452685
2025-05-19,34540.0,34590.0,33910.0,33960.0,1051912
2025-05-20,33960.0,34010.0,33620.0,33670.0,848660
2025-05-21,33820.0,34450.0,33720.0,34160.0,908634
2025-05-22,34160.0,34160.0,33530.0,33670.0,815488
2025-05-23,33670.0,33820.0,33000.0,33240.0,1027851
