time,open,high,low,close,volume,is_ipo
2020-12-09,7610.0,7770.0,7590.0,7750.0,3548360,False
2020-12-10,7770.0,7770.0,7660.0,7660.0,1978540,False
2020-12-11,7650.0,7720.0,7610.0,7700.0,1785650,False
2020-12-14,7720.0,7840.0,7660.0,7750.0,1913000,False
2020-12-15,7750.0,7750.0,7660.0,7660.0,1077470,False
2020-12-16,7720.0,7910.0,7680.0,7840.0,2612110,False
2020-12-17,7870.0,8230.0,7750.0,8109.999999999999,3057240,False
2020-12-18,8250.0,8610.0,8130.000000000001,8600.0,3473990,False
2020-12-21,8870.0,9180.0,8870.0,9180.0,4223670,False
2020-12-22,9290.0,9770.0,9290.0,9530.0,3622360,False
2020-12-23,9460.0,9670.0,8980.0,9150.0,2570550,False
2020-12-24,9150.0,9180.0,8510.0,8980.0,2785860,False
2020-12-25,8840.0,9420.0,8660.0,9370.0,4348120,False
2020-12-28,9490.0,9630.0,9130.0,9290.0,2166250,False
2020-12-29,9150.0,9290.0,9080.0,9150.0,1563460,False
2020-12-30,9150.0,9320.0,9080.0,9170.0,1910680,False
2020-12-31,9250.0,9300.0,9100.0,9250.0,1784030,False
2021-01-04,9540.0,9630.0,9390.0,9600.0,3721100,False
2021-01-05,9630.0,9730.0,9530.0,9580.0,2719500,False
2021-01-06,9650.0,9910.0,9530.0,9670.0,3750900,False
2021-01-07,9670.0,9910.0,9600.0,9790.0,3874900,False
2021-01-08,9840.0,9920.0,9700.0,9840.0,4106300,False
2021-01-11,9840.0,9920.0,9670.0,9730.0,3098700,False
2021-01-12,9790.0,9790.0,9420.0,9670.0,2537300,False
2021-01-13,9700.0,9730.0,9510.0,9530.0,4604600,False
2021-01-14,9530.0,9600.0,9410.0,9540.0,2198600,False
2021-01-15,9670.0,10150.0,9630.0,9910.0,8547500,False
2021-01-18,10180.0,10180.0,9910.0,9940.0,4421500,False
2021-01-19,10010.0,10100.0,9250.0,9650.0,4912800,False
2021-01-20,9670.0,9770.0,8980.0,9630.0,3656500,False
2021-01-21,9670.0,9980.0,9530.0,9840.0,3197000,False
2021-01-22,9770.0,9840.0,9540.0,9560.0,2745500,False
2021-01-25,9560.0,9580.0,9390.0,9420.0,1988200,False
2021-01-26,9390.0,9420.0,8980.0,9220.0,2712200,False
2021-01-27,8980.0,9180.0,8600.0,8660.0,2839900,False
2021-01-28,8060.000000000001,8390.0,8060.000000000001,8060.000000000001,4594000,False
2021-01-29,7590.0,8610.0,7590.0,8610.0,3775400,False
2021-02-01,8770.0,8960.0,8270.0,8410.0,1379600,False
2021-02-02,8410.0,8800.0,8280.0,8730.0,1646100,False
2021-02-03,8910.0,9340.0,8840.0,9250.0,1899400,False
2021-02-04,9290.0,9290.0,8800.0,9150.0,1119000,False
2021-02-05,9040.0,9370.0,9040.0,9220.0,1117600,False
2021-02-08,9220.0,9290.0,8630.0,9040.0,2133900,False
2021-02-09,9110.0,9320.0,8940.0,9270.0,1529600,False
2021-02-17,9320.0,9560.0,9290.0,9560.0,1709300,False
2021-02-18,9600.0,9610.0,9460.0,9610.0,1481100,False
2021-02-19,9560.0,9630.0,9490.0,9560.0,1768000,False
2021-02-22,9650.0,9870.0,9580.0,9630.0,3988300,False
2021-02-23,9680.0,9700.0,9530.0,9650.0,2963500,False
2021-02-24,9670.0,9700.0,9250.0,9460.0,1909800,False
2021-02-25,9460.0,9490.0,9320.0,9440.0,1739500,False
2021-02-26,9320.0,9560.0,9290.0,9510.0,1406800,False
2021-03-01,9670.0,9730.0,9600.0,9670.0,3672800,False
2021-03-02,9840.0,10340.0,9720.0,10270.0,17188900,False
2021-03-03,10320.0,10700.0,10250.0,10270.0,5889600,False
2021-03-04,10290.0,10320.0,9840.0,9890.0,4032100,False
2021-03-05,9730.0,10010.0,9560.0,9840.0,6168400,False
2021-03-08,9960.0,10080.0,9800.0,9840.0,4699200,False
2021-03-09,9730.0,9940.0,9600.0,9800.0,3367100,False
2021-03-10,9820.0,9890.0,9670.0,9820.0,2567700,False
2021-03-11,9920.0,9960.0,9840.0,9870.0,5008800,False
2021-03-12,9890.0,10060.0,9860.0,9870.0,5823500,False
2021-03-15,9910.0,10010.0,9890.0,9910.0,4597200,False
2021-03-16,9940.0,9980.0,9730.0,9840.0,3011500,False
2021-03-17,9800.0,9940.0,9750.0,9910.0,3656000,False
2021-03-18,10010.0,10080.0,9910.0,10010.0,5781900,False
2021-03-19,10010.0,10100.0,9890.0,9980.0,6947000,False
2021-03-22,9990.0,10080.0,9910.0,9940.0,3471700,False
2021-03-23,9910.0,9980.0,9670.0,9770.0,4377900,False
2021-03-24,9600.0,9730.0,9290.0,9300.0,6669100,False
2021-03-25,9390.0,9480.0,9230.0,9290.0,5221400,False
2021-03-26,9230.0,9290.0,8870.0,9220.0,5041800,False
2021-03-29,9320.0,9460.0,9270.0,9460.0,2164500,False
2021-03-30,9490.0,9600.0,9460.0,9600.0,2611900,False
2021-03-31,9600.0,9680.0,9540.0,9610.0,2172200,False
2021-04-01,9610.0,9720.0,9580.0,9670.0,4129700,False
2021-04-02,9840.0,9940.0,9730.0,9770.0,3197300,False
2021-04-05,9870.0,9910.0,9750.0,9800.0,3468800,False
2021-04-06,9790.0,9800.0,9670.0,9720.0,5698500,False
2021-04-07,9720.0,10080.0,9700.0,9940.0,8769900,False
2021-04-08,10010.0,10060.0,9910.0,9980.0,4230200,False
2021-04-09,10010.0,10010.0,9870.0,9940.0,2837100,False
2021-04-12,10050.0,10060.0,9940.0,10060.0,7405300,False
2021-04-13,10130.0,10600.0,10110.0,10220.0,13381000,False
2021-04-14,10170.0,10270.0,10010.0,10240.0,4211400,False
2021-04-15,10250.0,10250.0,9940.0,9940.0,5927900,False
2021-04-16,9800.0,9840.0,9480.0,9560.0,9357800,False
2021-04-19,9670.0,9770.0,9460.0,9770.0,4273500,False
2021-04-20,9820.0,9860.0,9540.0,9600.0,4568500,False
2021-04-22,9600.0,9820.0,9320.0,9320.0,4524000,False
2021-04-23,9490.0,9670.0,9250.0,9670.0,3974200,False
2021-04-26,9670.0,9670.0,9350.0,9370.0,2466600,False
2021-04-27,9370.0,9480.0,9290.0,9350.0,1963700,False
2021-04-28,9320.0,9480.0,9290.0,9410.0,2403800,False
2021-04-29,9480.0,9600.0,9390.0,9460.0,6020100,False
2021-05-04,9300.0,9670.0,9290.0,9670.0,4210300,False
2021-05-05,9720.0,9940.0,9680.0,9890.0,5462800,False
2021-05-06,9820.0,9980.0,9700.0,9720.0,3732900,False
2021-05-07,9670.0,10200.0,9630.0,10050.0,11689700,False
2021-05-10,10050.0,10740.0,10010.0,10740.0,14127900,False
2021-05-11,10910.0,11120.0,10700.0,10700.0,9406500,False
2021-05-12,10630.0,11030.0,10560.0,11030.0,7670600,False
2021-05-13,11050.0,11220.0,10870.0,10870.0,8058500,False
2021-05-14,10980.0,11120.0,10870.0,11030.0,7273700,False
