time,open,high,low,close,volume,is_ipo
2020-12-09,11000.0,11270.0,11000.0,11090.0,846800,False
2020-12-10,11410.0,11510.0,11230.0,11230.0,1507870,False
2020-12-11,11320.0,11320.0,11090.0,11320.0,837480,False
2020-12-14,11320.0,11410.0,11230.0,11320.0,1102250,False
2020-12-15,11320.0,11320.0,11180.0,11180.0,1650690,False
2020-12-16,11180.0,11740.0,11180.0,11690.0,1811090,False
2020-12-17,11740.0,12020.0,11600.0,11790.0,1367420,False
2020-12-18,11830.0,11930.0,11690.0,11790.0,1009060,False
2020-12-21,11790.0,11880.0,11650.0,11690.0,1075400,False
2020-12-22,11600.0,12070.0,11550.0,11880.0,2189340,False
2020-12-23,11880.0,12120.0,11830.0,11830.0,1619890,False
2020-12-24,11830.0,11880.0,11230.0,11510.0,1451820,False
2020-12-25,11510.0,11830.0,11410.0,11740.0,768440,False
2020-12-28,11830.0,12020.0,11690.0,11740.0,1414670,False
2020-12-29,11740.0,12540.0,11740.0,12540.0,3706550,False
2020-12-30,12910.0,13280.0,12540.0,12630.0,2514210,False
2020-12-31,12720.0,12910.0,12540.0,12630.0,1231860,False
2021-01-04,12720.0,13000.0,12540.0,12820.0,2162800,False
2021-01-05,12720.0,12820.0,12580.0,12680.0,1627200,False
2021-01-06,12820.0,13140.0,12770.0,12960.0,3727100,False
2021-01-07,13000.0,13050.0,12580.0,12680.0,3578400,False
2021-01-08,12770.0,13000.0,12630.0,12770.0,2303700,False
2021-01-11,12910.0,13380.0,12630.0,13140.0,3493600,False
2021-01-12,13280.0,13280.0,13000.0,13100.0,2638300,False
2021-01-13,13190.0,13240.0,12770.0,12860.0,3207900,False
2021-01-14,12720.0,12910.0,12630.0,12770.0,2069000,False
2021-01-15,12770.0,12860.0,12490.0,12540.0,4073500,False
2021-01-18,12540.0,13050.0,12210.0,12820.0,4180500,False
2021-01-19,12820.0,12820.0,11930.0,11930.0,3044500,False
2021-01-20,11880.0,11970.0,11180.0,11830.0,1871400,False
2021-01-21,11970.0,12160.0,11830.0,12070.0,1651600,False
2021-01-22,12070.0,12490.0,12020.0,12210.0,2436100,False
2021-01-25,12210.0,12770.0,12070.0,12540.0,6083700,False
2021-01-26,12580.0,12770.0,11970.0,12160.0,3711400,False
2021-01-27,12070.0,12350.0,11320.0,11320.0,4776800,False
2021-01-28,10670.0,10810.0,10570.0,10570.0,3978100,False
2021-01-29,9870.0,10950.0,9870.0,10570.0,3721300,False
2021-02-01,10570.0,10570.0,9870.0,9870.0,3975900,False
2021-02-02,9960.0,10520.0,9680.0,10380.0,1786800,False
2021-02-03,10380.0,10760.0,10150.0,10620.0,3019300,False
2021-02-04,10620.0,11090.0,10430.0,10710.0,2225600,False
2021-02-05,10710.0,11090.0,10710.0,10900.0,1410400,False
2021-02-08,10990.0,11090.0,10240.0,10430.0,2374900,False
2021-02-09,10430.0,10620.0,10290.0,10520.0,1314500,False
2021-02-17,10760.0,11230.0,10670.0,11230.0,1754500,False
2021-02-18,11270.0,11600.0,11130.0,11510.0,2434000,False
2021-02-19,11320.0,11880.0,11320.0,11740.0,2478900,False
2021-02-22,11790.0,11880.0,11550.0,11740.0,2420800,False
2021-02-23,11740.0,11740.0,11510.0,11600.0,1448500,False
2021-02-24,11600.0,11740.0,11180.0,11320.0,2132600,False
2021-02-25,11320.0,11510.0,11040.0,11370.0,1480500,False
2021-02-26,11040.0,11460.0,11040.0,11320.0,1431400,False
2021-03-01,11510.0,12070.0,11410.0,12070.0,2549500,False
2021-03-02,12440.0,12440.0,11970.0,12350.0,3312400,False
2021-03-03,12440.0,12860.0,12440.0,12720.0,5022500,False
2021-03-04,12720.0,12770.0,12020.0,12300.0,2577900,False
2021-03-05,12120.0,12580.0,11970.0,12580.0,2726100,False
2021-03-08,12860.0,13430.0,12720.0,13430.0,9235300,False
2021-03-09,13430.0,14130.0,13280.0,13750.0,6308500,False
2021-03-10,13750.0,13750.0,13380.0,13470.0,3606700,False
2021-03-11,13610.0,13750.0,13380.0,13710.0,5067500,False
2021-03-12,13710.0,14030.0,13610.0,13750.0,5017300,False
2021-03-15,13750.0,13850.0,13610.0,13800.0,3074200,False
2021-03-16,13850.0,14360.0,13710.0,14220.0,6468200,False
2021-03-17,14310.0,14360.0,13850.0,13990.0,2812600,False
2021-03-18,14130.0,14220.0,13710.0,13710.0,3126700,False
2021-03-19,13570.0,13850.0,13330.0,13470.0,3067000,False
2021-03-22,13610.0,14030.0,13570.0,13800.0,3125500,False
2021-03-23,13750.0,13940.0,13380.0,13520.0,2857400,False
2021-03-24,13380.0,13570.0,13100.0,13140.0,2797700,False
2021-03-25,13280.0,13430.0,13050.0,13190.0,1941600,False
2021-03-26,13190.0,13190.0,12540.0,13100.0,2649100,False
2021-03-29,13280.0,13520.0,13000.0,13520.0,2434600,False
