time,open,high,low,close,volume,is_ipo
2020-12-09,33660.0,34940.0,33610.0,34940.0,3107290,False
2020-12-10,35000.0,36170.0,34830.0,35550.0,2817400,False
2020-12-11,35440.0,35890.0,35280.0,35550.0,2010120,False
2020-12-14,35550.0,36050.0,35160.0,35830.0,2200880,False
2020-12-15,35830.0,37500.0,35830.0,36440.0,3284160,False
2020-12-16,36670.0,37500.0,36610.0,37330.0,3195680,False
2020-12-17,37170.0,37170.0,36440.0,36720.0,3136020,False
2020-12-18,36830.0,37280.0,36610.0,36720.0,4014050,False
2020-12-21,37060.0,37330.0,36610.0,36890.0,2348350,False
2020-12-22,36890.0,37330.0,36720.0,37110.0,3068310,False
2020-12-23,37220.0,37390.0,36940.0,37280.0,4055970,False
2020-12-24,37280.0,37390.0,36170.0,36720.0,2243120,False
2020-12-25,36720.0,37110.0,36670.0,37000.0,1953300,False
2020-12-28,36940.0,37390.0,36940.0,37330.0,4271540,False
2020-12-29,37330.0,39890.0,37280.0,37780.0,10563890,False
2020-12-30,37950.0,38390.0,36780.0,37170.0,3302610,False
2020-12-31,37170.0,37390.0,36720.0,36720.0,2697410,False
2021-01-04,36610.0,37720.0,36110.0,36220.0,6534500,False
2021-01-05,36170.0,36610.0,35160.0,36170.0,7203800,False
2021-01-06,36110.0,37780.0,36000.0,37110.0,6497100,False
2021-01-07,37110.0,39670.0,37000.0,39670.0,8664500,False
2021-01-08,40340.0,42230.0,40340.0,42120.0,5081200,False
2021-01-11,42010.0,42120.0,41170.0,42010.0,6268600,False
2021-01-12,42010.0,43290.0,41620.0,41950.0,6610300,False
2021-01-13,41950.0,42560.0,41790.0,42060.0,4785000,False
2021-01-14,42290.0,42730.0,41670.0,41840.0,4715400,False
2021-01-15,41790.0,42010.0,40340.0,40340.0,6708400,False
2021-01-18,40060.0,41120.0,39500.0,39890.0,3649100,False
2021-01-19,40280.0,40340.0,37280.0,38950.0,3120700,False
2021-01-20,39950.0,41640.0,39450.0,40510.0,3061400,False
2021-01-21,41300.0,42990.0,40510.0,42710.0,3443100,False
2021-01-22,42880.0,45020.0,42200.0,44450.0,5587300,False
2021-01-25,44510.0,45070.0,44400.0,45020.0,2759800,False
2021-01-26,45300.0,46420.0,44450.0,45580.0,3383500,False
2021-01-27,45580.0,46420.0,45020.0,45690.0,4348500,False
2021-01-28,44960.0,45520.0,42540.0,42650.0,7975600,False
2021-01-29,43050.0,45640.0,42930.0,45130.0,2514600,False
2021-02-01,45130.0,46590.0,44510.0,45070.0,2745800,False
2021-02-02,45070.0,45580.0,44570.0,45300.0,2402600,False
2021-02-03,45350.0,46990.0,44900.0,46700.0,2987900,False
2021-02-04,46760.0,46990.0,45470.0,45860.0,2796400,False
2021-02-05,46200.0,46370.0,44850.0,45130.0,2404700,False
2021-02-08,44960.0,45020.0,42770.0,43720.0,2980600,False
2021-02-09,44170.0,45240.0,43330.0,44450.0,2216500,False
2021-02-17,45520.0,45690.0,44400.0,45580.0,1504600,False
2021-02-18,45180.0,45860.0,44510.0,45860.0,2001600,False
2021-02-19,45800.0,46370.0,45020.0,45180.0,2908100,False
2021-02-22,45240.0,45520.0,44620.0,45470.0,2037600,False
2021-02-23,45470.0,45520.0,45070.0,45470.0,2038800,False
2021-02-24,45470.0,46030.0,44680.0,45240.0,1905500,False
2021-02-25,45470.0,45920.0,44570.0,45020.0,1844300,False
2021-02-26,44730.0,45580.0,44570.0,44790.0,2117300,False
2021-03-01,44730.0,45020.0,44510.0,44850.0,1797100,False
2021-03-02,44850.0,45020.0,44570.0,44620.0,1608600,False
2021-03-03,44570.0,46140.0,44340.0,45800.0,2283900,False
2021-03-04,46030.0,46090.0,45020.0,45350.0,1619800,False
2021-03-05,45690.0,45800.0,43890.0,44960.0,2736200,False
2021-03-08,45180.0,45920.0,44450.0,45800.0,3224500,False
2021-03-09,45800.0,46250.0,45130.0,46140.0,2539700,False
2021-03-10,46250.0,46420.0,45070.0,46420.0,2783800,False
2021-03-11,46820.0,46990.0,46200.0,46650.0,2540300,False
2021-03-12,46480.0,46590.0,46030.0,46250.0,1521600,False
2021-03-15,46250.0,46700.0,45750.0,46090.0,2639900,False
2021-03-16,45800.0,46090.0,45240.0,45520.0,1680800,False
2021-03-17,45130.0,45520.0,44790.0,45300.0,4339200,False
2021-03-18,45800.0,46140.0,45020.0,45690.0,1872600,False
2021-03-19,45580.0,45690.0,44450.0,44450.0,3281400,False
2021-03-22,45020.0,45640.0,45020.0,45470.0,1122300,False
2021-03-23,45580.0,46140.0,44960.0,45020.0,2921000,False
2021-03-24,44900.0,45020.0,44570.0,44900.0,1841200,False
2021-03-25,44730.0,45580.0,44620.0,45020.0,2034100,False
2021-03-26,44850.0,44900.0,44340.0,44730.0,1934300,False
2021-03-29,45020.0,45070.0,44730.0,45020.0,1554800,False
2021-03-30,45300.0,45470.0,44960.0,45410.0,1414800,False
2021-03-31,45300.0,45470.0,45070.0,45300.0,1455700,False
2021-04-01,45410.0,46700.0,45300.0,46030.0,2485600,False
2021-04-02,46420.0,46650.0,46030.0,46140.0,1646800,False
2021-04-05,48840.0,48840.0,46760.0,48110.0,3890400,False
2021-04-06,48110.0,49240.0,47600.0,48840.0,2969000,False
2021-04-07,48670.0,49800.0,48500.0,49570.0,3489500,False
2021-04-08,49690.0,50700.0,49630.0,49970.0,2634700,False
2021-04-09,49630.0,50700.0,49350.0,50640.0,2258500,False
2021-04-12,50920.0,54020.0,50700.0,53630.0,3764600,False
2021-04-13,54020.0,55140.0,53630.0,54360.0,3206000,False
2021-04-14,54360.0,56330.0,53740.0,56330.0,3604000,False
2021-04-15,57790.0,58520.0,56330.0,57680.0,5415800,False
2021-04-16,57680.0,61670.0,57680.0,60770.0,3860300,False
2021-04-19,61330.0,61900.0,60490.0,61330.0,4357900,False
2021-04-20,61330.0,61780.0,59700.0,61050.0,3068200,False
2021-04-22,60770.0,61050.0,59650.0,60380.0,1912600,False
2021-04-23,60380.0,60490.0,59700.0,60210.0,1543900,False
2021-04-26,61050.0,64370.00000000001,60150.0,64370.00000000001,2559000,False
2021-04-27,64370.00000000001,68650.0,64370.00000000001,68370.0,2006900,False
2021-04-28,68420.0,72030.0,66680.0,72030.0,2231400,False
2021-04-29,73830.0,74560.0,72590.0,73940.0,3727500,False
2021-05-04,73940.0,74280.0,70390.0,74000.0,2079000,False
2021-05-05,73710.0,75850.0,73490.0,74840.0,1769200,False
2021-05-06,74560.0,76810.0,73830.0,76360.0,1356100,False
2021-05-07,76530.0,79340.0,76410.0,76410.0,2379300,False
2021-05-10,74840.0,76250.0,72310.0,72310.0,1662700,False
2021-05-11,72310.0,73430.0,71410.0,72310.0,4227900,False
2021-05-12,71740.0,73150.0,71460.0,73150.0,2169300,False
2021-05-13,73150.0,78220.0,72590.0,75400.0,1992400,False
2021-05-14,74840.0,75910.0,74610.0,75460.0,1967300,False
2021-05-17,75180.0,77650.0,75180.0,77430.0,1447700,False
2021-05-18,77650.0,79900.0,77260.0,79730.0,1304000,False
2021-05-19,80800.0,81480.0,79340.0,79900.0,2769900,False
2021-05-20,80470.0,81030.0,76980.0,79340.0,3466500,False
2021-05-21,77820.0,79000.0,76530.0,77260.0,1092100,False
2021-05-24,77320.0,77650.0,75400.0,75960.0,1121400,False
2021-05-25,75960.0,76530.0,74730.0,76250.0,1220500,False
2021-05-26,75400.0,76250.0,74840.0,75120.0,1471900,False
2021-05-27,75960.0,77030.0,75630.0,76530.0,1482500,False
2021-05-28,76300.0,76530.0,75510.0,75910.0,1733600,False
2021-05-31,75400.0,76130.0,75400.0,75740.0,1764400,False
2021-06-01,75960.0,76410.0,75740.0,76410.0,1243900,False
2021-06-02,76300.0,78780.0,76130.0,78440.0,2982400,False
2021-06-03,78780.0,79900.0,78550.0,79340.0,1548100,False
2021-06-04,80410.0,80410.0,78550.0,78670.0,1077700,False
2021-06-07,78500.0,79450.0,77820.0,77990.0,2570300,False
2021-06-08,77990.0,77990.0,75350.0,76530.0,3759100,False
2021-06-09,81680.0,81840.0,80160.0,81150.0,3534100,False
2021-06-10,80770.0,81300.0,79090.0,79090.0,1655000,False
2021-06-11,79390.0,80310.0,79090.0,80080.0,1402400,False
2021-06-14,80160.0,80160.0,78710.0,79320.0,1256400,False
2021-06-15,78780.0,79620.0,78710.0,79390.0,1397700,False
2021-06-16,79390.0,79550.0,78630.0,79010.0,928700,False
2021-06-17,78630.0,78710.0,78020.0,78020.0,1672900,False
2021-06-18,78630.0,79390.0,78250.0,78630.0,2463900,False
2021-06-21,79550.0,83970.0,79010.0,83210.0,5282100,False
2021-06-22,85500.0,87410.0,84810.0,86650.0,2860800,False
2021-06-23,87710.0,88100.0,85120.0,85500.0,2761200,False
2021-06-24,84740.0,87790.0,82750.0,87790.0,3225900,False
2021-06-25,86650.0,91230.0,86650.0,90920.0,3539000,False
2021-06-28,91610.0,93820.0,91230.0,91610.0,2838700,False
2021-06-29,92220.0,92680.0,90390.0,92370.0,3288400,False
2021-06-30,93130.0,93130.0,91610.0,92370.0,2570300,False
2021-07-01,93970.0,94360.0,91000.0,91610.0,4599900,False
2021-07-02,93060.0,93060.0,89320.0,90840.0,5132300,False
2021-07-05,90160.0,90230.0,87260.0,87790.0,2451700,False
2021-07-06,87710.0,89700.0,87030.0,89320.0,3015300,False
2021-07-07,89320.0,90080.0,88170.0,90080.0,3716000,False
2021-07-08,87180.0,89320.0,83820.0,84580.0,9726500,False
