time,open,high,low,close,volume,is_ipo
2020-12-09,8990.0,9400.0,8990.0,9200.0,13762100,False
2020-12-10,9200.0,9420.0,9080.0,9240.0,9858070,False
2020-12-11,9240.0,9540.0,9140.0,9540.0,9023250,False
2020-12-14,9720.0,10190.0,9720.0,10190.0,11829490,False
2020-12-15,10050.0,10570.0,10050.0,10330.0,15342550,False
2020-12-16,10370.0,10450.0,10130.0,10150.0,14443400,False
2020-12-17,10050.0,10370.0,9970.0,10150.0,13209050,False
2020-12-18,10290.0,10860.0,10190.0,10860.0,14808270,False
2020-12-21,11100.0,11610.0,11020.0,11610.0,14052330,False
2020-12-22,11730.0,12130.0,11530.0,11990.0,12607350,False
2020-12-23,11890.0,11910.0,11550.0,11670.0,13975960,False
2020-12-24,11630.0,11670.0,10860.0,11490.0,15882040,False
2020-12-25,11340.0,12280.0,11200.0,12280.0,16010740,False
2020-12-28,12840.0,13070.0,12600.0,12960.0,12578470,False
2020-12-29,12760.0,13030.0,12600.0,12840.0,11912020,False
2020-12-30,12720.0,12940.0,12560.0,12760.0,10530310,False
2020-12-31,12760.0,13550.0,12740.0,13410.0,9645420,False
2021-01-04,13980.0,14020.0,13690.0,13690.0,9011500,False
2021-01-05,13470.0,13820.0,13410.0,13670.0,8624800,False
2021-01-06,13860.0,14160.0,13370.0,13780.0,10370000,False
2021-01-07,13980.0,14020.0,13590.0,13940.0,13783700,False
2021-01-08,14100.0,14140.0,13590.0,13840.0,11401100,False
2021-01-11,13820.0,13860.0,13390.0,13590.0,13473300,False
2021-01-12,13450.0,13980.0,13170.0,13820.0,16390400,False
2021-01-13,13980.0,13980.0,13530.0,13570.0,9755200,False
2021-01-14,13570.0,14500.0,13370.0,14320.0,22844000,False
2021-01-15,14500.0,15090.0,14360.0,14970.0,14649600,False
2021-01-18,14950.0,14970.0,14610.0,14710.0,11612500,False
2021-01-19,14500.0,14730.0,13690.0,13690.0,19694000,False
2021-01-20,13860.0,13980.0,12780.0,13490.0,14483300,False
2021-01-21,13530.0,14180.0,13370.0,14000.0,13084500,False
2021-01-22,13860.0,14060.0,13530.0,13670.0,11501200,False
2021-01-25,13450.0,14000.0,13330.0,13650.0,12151400,False
2021-01-26,13550.0,13610.0,12800.0,12960.0,10631800,False
2021-01-27,12740.0,12960.0,12070.0,12070.0,14058600,False
2021-01-28,11240.0,11450.0,11240.0,11240.0,18067700,False
2021-01-29,10530.0,12010.0,10530.0,11670.0,14006900,False
2021-02-01,11630.0,11950.0,10860.0,10860.0,15664500,False
2021-02-02,10820.0,11340.0,10410.0,11260.0,11603300,False
2021-02-03,11550.0,12030.0,11340.0,12030.0,14370500,False
2021-02-04,12070.0,12400.0,11830.0,12030.0,12070400,False
2021-02-05,12110.0,12760.0,12050.0,12760.0,12415200,False
2021-02-08,12900.0,13270.0,11990.0,12400.0,21430000,False
2021-02-09,12400.0,12920.0,11990.0,12860.0,15890800,False
2021-02-17,13170.0,13610.0,13050.0,13590.0,11244000,False
2021-02-18,13570.0,13670.0,13270.0,13490.0,14644800,False
2021-02-19,13250.0,13610.0,13250.0,13430.0,11921100,False
2021-02-22,13430.0,13670.0,13250.0,13310.0,13412000,False
2021-02-23,13370.0,13750.0,13230.0,13610.0,15568700,False
2021-02-24,13880.0,13960.0,13370.0,13550.0,14635500,False
2021-02-25,13650.0,13670.0,13330.0,13550.0,11141000,False
2021-02-26,13250.0,13530.0,13210.0,13450.0,13946600,False
2021-03-01,13610.0,14220.0,13490.0,14180.0,19294900,False
2021-03-02,14380.0,14380.0,14040.0,14200.0,12530900,False
2021-03-03,14100.0,14220.0,14020.0,14120.0,9827100,False
2021-03-04,14160.0,14160.0,13370.0,13550.0,15631000,False
2021-03-05,13370.0,13550.0,13170.0,13550.0,14142300,False
2021-03-08,13840.0,13960.0,13510.0,13590.0,10821800,False
2021-03-09,13490.0,13590.0,13270.0,13390.0,10483300,False
2021-03-10,13330.0,13470.0,13090.0,13410.0,10935600,False
2021-03-11,13610.0,13900.0,13490.0,13750.0,10817400,False
2021-03-12,13750.0,13820.0,13530.0,13570.0,6189600,False
2021-03-15,13570.0,13650.0,13450.0,13450.0,7094400,False
2021-03-16,13410.0,13450.0,13130.0,13250.0,12975900,False
2021-03-17,13250.0,13330.0,13110.0,13210.0,7522500,False
2021-03-18,13450.0,13570.0,13370.0,13490.0,7073300,False
2021-03-19,13410.0,13780.0,13410.0,13490.0,11156300,False
2021-03-22,13610.0,13670.0,13450.0,13530.0,7606900,False
2021-03-23,13530.0,13530.0,13190.0,13330.0,8829200,False
2021-03-24,13110.0,13270.0,12560.0,12680.0,13279700,False
2021-03-25,12760.0,12860.0,12440.0,12480.0,13265200,False
2021-03-26,12420.0,12600.0,11910.0,12520.0,10140300,False
