Ticker,time,open,high,low,close,volume,is_ipo,sma_20,sma_50,rsi_14,roc_3,vol_sma_20,buy_only_0_sig,signal,Return_3D_pct,Return_5D_pct,Return_10D_pct,Return_20D_pct
ACB,2021-06-08,15960.0,16280.000000000002,15080.0,15080.0,14322800,False,14756.5,13595.8,54.38034082725086,-12.427409988385596,10828800.0,1,1,7.758620689655173,9.946949602122016,10.875331564986737,11.936339522546419
ACB,2021-07-12,16180.0,16300.0,15360.0,15360.0,18353700,False,16748.5,15474.2,40.09389270342408,-10.38506417736289,10345725.0,1,1,0.0,-1.8229166666666667,-0.13020833333333331,11.458333333333332
ACB,2022-05-13,14020.0,14210.0,12900.0,12900.0,6142600,False,14724.5,15192.4,28.94251269522283,-10.664819944598335,4409470.0,1,1,5.271317829457364,5.5813953488372094,15.58139534883721,14.496124031007751
ACB,2022-05-16,12970.0,13460.0,12900.0,12940.0,5137600,False,14579.0,15142.6,29.5759533076774,-12.685560053981105,4421315.0,1,1,3.6321483771251932,3.091190108191654,15.765069551777433,8.268933539412673
ACB,2022-10-07,11460.0,11670.0,10900.0,10930.0,8488826,False,13024.0,13908.8,11.144227100729696,-11.210398050365555,2808410.3,1,1,0.2744739249771272,11.802378774016468,9.423604757548034,8.051235132662397
ACB,2022-10-10,10670.0,11200.0,10670.0,10960.0,6476351,False,12876.0,13841.4,12.086687509083111,-10.090237899917964,3061419.7,1,1,6.751824817518248,12.043795620437956,4.288321167883212,10.492700729927007
ACB,2022-10-11,10960.0,10960.0,10230.0,10260.0,6437148,False,12691.5,13758.2,9.543184503271727,-12.457337883959042,3308943.9,1,1,19.103313840155945,22.319688109161792,16.569200779727094,21.734892787524366
ACB,2022-11-04,12520.0,12550.0,11700.0,11810.0,12618670,False,12134.0,12935.8,41.990002003072,-10.258358662613986,4178585.0,1,1,2.963590177815411,3.2176121930567314,4.995766299745978,16.68077900084674
ACB,2025-04-08,19300.0,19470.0,18510.0,18510.0,43698654,False,21503.0,21529.2,12.259303666426728,-14.621771217712176,13933578.65,1,1,12.155591572123177,8.806050783360346,8.806050783360346,9.02215018908698
BCM,2021-07-15,42120.0,42120.0,42120.0,42120.0,27400,False,49572.5,49713.8,20.664939773945818,-10.402042118698152,23890.0,1,1,-11.372269705603038,-7.336182336182335,-7.336182336182335,0.4748338081671415
BCM,2021-07-16,39190.0,41890.0,39190.0,40120.0,315600,False,49018.5,49477.2,17.667539253766545,-17.601150133497633,38440.0,1,1,-9.047856430707876,-2.3678963110667994,-2.0189431704885346,3.389830508474576
BCM,2021-07-19,39100.0,39940.0,37890.0,37890.0,50200,False,48376.0,49211.0,15.046848720849063,-16.33914771472731,39075.0,1,1,3.008709422011085,1.7682765901293216,3.747690683557667,10.451306413301662
BCM,2021-07-20,37330.0,37380.0,36310.0,37330.0,88300,False,47691.5,48939.2,14.46652317397451,-11.372269705603044,42580.0,1,1,4.9290115188856145,3.8039110634878117,5.304045004018216,12.108223948566836
BCM,2021-12-06,47210.0,47500.0,44200.0,46090.0,515300,False,51269.0,47325.0,37.66415018904091,-10.243427458617326,585830.0,1,1,9.37296593621176,14.102842265133434,39.81340854849208,35.27880234324148
BCM,2022-01-17,72020.0,73440.0,67000.0,67000.0,798400,False,65761.0,57698.8,55.16213251255425,-11.516111991547806,840970.0,1,1,7.208955223880597,1.835820895522388,12.731343283582088,16.55223880597015
BCM,2022-01-18,66520.0,67280.0,62540.0,64440.0,426900,False,65761.0,57934.2,50.86916278755965,-12.706583581685182,821600.0,1,1,10.738671632526382,13.237119801365612,19.118559900682804,20.142768466790812
BCM,2022-05-09,74200.0,75810.0,70980.0,70980.0,532500,False,74115.0,72405.4,44.527414248704005,-10.82914572864322,535350.0,1,1,5.198647506339814,-8.946182023105111,-5.07185122569738,-7.480980557903635
BCM,2022-05-16,69750.0,72210.0,64629.99999999999,64629.99999999999,310100,False,74678.0,72134.4,38.67448002969197,-19.474208821330684,563660.0,1,1,11.140337304657292,4.254989942751056,7.040074268915377,-0.29398112331733367
BCM,2022-05-17,61600.0,67280.0,61600.0,66330.0,390300,False,74251.5,71944.8,41.208768467073156,-11.169144234632377,543685.0,1,1,8.578320518619027,5.728931102065431,4.432383536861149,-2.8493894165535956
BCM,2024-04-17,54420.0,54420.0,52580.0,52580.0,523172,False,60529.5,62114.6,19.57202024173867,-10.971892990179477,694931.15,1,1,-6.99885888170407,-3.3282616964625333,0.9128946367440092,18.410041841004183
BCM,2025-04-04,64390.0,64390.0,64390.0,64390.0,641956,False,76276.0,72993.2,24.355759561146765,-13.697895724433717,694771.8,1,1,-7.330330796707562,-7.640938033856188,-15.732256561577884,-8.401925764870322
BCM,2025-04-08,59960.0,59960.0,59960.0,59960.0,217520,False,75332.0,72833.8,19.783687203786844,-19.310994482573008,583782.6,1,1,-2.1180787191460975,-7.371581054036024,-14.743162108072047,-2.4516344229486324
BCM,2025-04-09,55830.0,55830.0,55830.0,55830.0,131146,False,74181.5,72599.8,16.646348493909528,-19.320809248554916,563960.8,1,1,6.5197922264015755,-5.803331542181623,-3.1703385276732945,8.275120902740463
BCM,2025-04-16,56030.0,56520.0,52590.0,52590.0,790895,False,68721.0,71536.6,22.56906696328274,-10.39359345714772,671977.6,1,1,3.17550865183495,2.795208214489447,7.472903593839134,13.462635482030805
BCM,2025-04-17,51800.0,52980.0,48950.0,52590.0,927844,False,67384.0,71176.8,22.569066963282744,-11.568858247856062,685248.45,1,1,-2.795208214489447,3.7459593078532043,4.677695379349686,13.462635482030805
BCM,2026-01-23,72250.0,72740.0,68120.0,68120.0,1972111,False,67949.0,65719.4,48.94590923366472,-13.377416073245163,1495943.4,1,1,-4.756312389900187,-1.7322372284204346,-5.475631238990018,-1.2037580739870817
BCM,2026-01-26,67530.0,70190.0,66840.0,66940.0,1353714,False,68322.5,65723.2,46.68145865497854,-10.746666666666671,1559344.25,1,1,-3.077382730803716,4.108156558111742,-5.870929190319689,-2.898117717358829
BCM,2026-02-06,66840.0,67630.0,64390.0,64390.0,2008932,False,70421.5,66047.4,42.86680607363044,-11.479241132801764,1958224.45,1,1,-1.3822022053113838,-1.6928094424600093,4.519335300512502,
BCM,2026-02-09,65470.0,65860.0,62910.0,63010.0,1815976,False,70131.5,66002.2,40.709154395545774,-10.851726089417092,1990213.55,1,1,-0.33328043167751153,2.0472940803047135,3.1582288525630853,
BCM,2026-03-04,62200.0,63000.0,58500.0,60100.0,2212700,False,65503.0,65865.0,37.14094022371695,-10.698365527488852,1495982.35,1,1,-9.317803660565724,-6.322795341098169,,
BID,2022-05-13,24510.0,24660.0,23060.0,23060.0,2353900,False,26789.5,29254.8,27.601088438499886,-11.20523681170581,1888320.0,1,1,9.757155247181267,8.49956634865568,11.014744145706851,6.287944492627926
BID,2022-05-16,24080.0,24120.0,23350.0,23350.0,1280700,False,26488.5,29106.0,29.714968275221835,-10.809778456837282,1857810.0,1,1,7.623126338329765,3.5974304068522485,11.049250535331906,-0.7708779443254818
BID,2025-04-08,34620.0,35110.0,33130.0,33130.0,4718118,False,38609.5,39459.6,12.942769081630434,-13.430885811340476,3361239.3,1,1,9.71928765469363,8.964684575913068,4.769091457893148,4.769091457893148
BID,2026-03-03,45100.0,45900.0,43500.0,43550.0,15198300,False,49740.0,46449.0,34.371454773975366,-10.113519091847268,9911385.0,1,1,0.0,-4.018369690011482,,
BID,2026-03-09,40550.0,41000.0,40550.0,40550.0,6134800,False,47810.0,46923.0,31.22563744239706,-11.074561403508776,8798645.0,1,1,,,,
BVH,2022-05-13,47670.0,48020.0,44510.0,44510.0,3115600,False,54134.5,53049.6,30.90142161649544,-15.492690336054682,2442880.0,1,1,0.0,-0.9885419006964726,5.706582790384183,6.110986295214558
BVH,2022-05-16,45650.0,47410.0,42050.0,42050.0,1700500,False,53493.5,52854.6,27.82660867696264,-18.126947040498443,2460740.0,1,1,4.589774078478002,6.064209274673008,11.700356718192628,4.589774078478002
BVH,2022-10-03,46970.0,47410.0,43720.0,43720.0,1381387,False,48929.5,49820.0,29.770107836550665,-11.06590724165989,1498459.8,1,1,-1.8069533394327537,0.3888380603842635,1.8069533394327537,5.420860018298262
BVH,2025-04-04,44300.0,47590.0,44300.0,44300.0,2126177,False,51721.0,52809.4,18.671097723794013,-14.32991684393734,626987.05,1,1,-7.426636568848759,-1.2189616252821671,-2.55079006772009,8.306997742663656
BVH,2025-04-08,42780.0,44150.0,41210.0,41210.0,785689,False,51024.5,52609.2,14.815274362748976,-19.385758998435055,631604.85,1,1,4.756127153603494,4.756127153603494,3.3244358165493813,14.753700558116961
BVH,2025-04-09,38360.0,41210.0,38360.0,38360.0,1657955,False,50249.0,52356.0,12.293559444367965,-19.394830846816557,655719.1,1,1,14.077163712200209,12.669447340980188,12.539103232533892,24.817518248175183
BVH,2026-03-09,71400.0,73900.0,71300.0,71300.0,500700,False,79280.0,70956.0,41.576873383424804,-10.875000000000002,984595.0,1,1,,,,
CTG,2021-07-12,22200.0,22230.0,20970.0,20970.0,27996400,False,23836.0,23144.4,33.68821619445456,-10.384615384615381,19987680.0,1,1,0.0,-7.868383404864092,-8.15450643776824,-1.2875536480686696
