Ticker,time,open,high,low,close,volume,is_ipo,sma_20,sma_50,rsi_14,roc_3,vol_sma_20,common_0_sig,signal,Return_3D_pct,Return_5D_pct,Return_10D_pct,Return_20D_pct
SHB,2023-10-26,7650.0,7690.0,7350.0,7390.0,29076175,False,7819.5,8478.2,31.886286768897378,-2.506596306068598,11507818.6,1,1,0.5412719891745602,8.525033829499323,12.043301759133964,9.066305818673897
SHB,2024-04-08,8200.0,8240.0,8130.000000000001,8170.0,12707592,False,8365.0,8590.8,36.680116436736384,-1.328502415458932,18301178.1,1,1,0.0,2.203182374541004,-1.3463892288861579,4.528763769889841
SHB,2024-04-23,8280.0,8310.0,7980.0,8060.000000000001,31275856,False,8301.5,8475.8,39.04498613015118,-1.3463892288861579,23367455.0,1,1,4.466501240694777,5.95533498759304,5.95533498759304,5.459057071960286
SHB,2024-12-20,7840.0,7870.0,7800.0,7800.0,13998940,False,7943.0,8024.0,39.05874688563006,-1.8867924528301883,9879287.2,1,1,1.4102564102564104,1.4102564102564104,1.4102564102564104,0.5128205128205128
SSB,2022-05-09,21470.0,21530.0,20820.0,21160.0,1360900,False,22762.0,22958.6,29.425376405349272,-4.81331533963113,2065845.0,1,1,1.4650283553875236,0.8506616257088847,0.0,-2.1739130434782608
SSB,2023-02-14,23200.0,23350.0,23130.0,23200.0,901346,False,24174.5,23575.8,30.807659159545576,-0.9393680614859123,1043842.4,1,1,0.8189655172413793,1.767241379310345,0.1724137931034483,1.896551724137931
SSB,2023-02-27,23130.0,23170.0,22840.0,23060.0,886944,False,23529.5,23761.2,33.216584472587805,-1.2419700214132745,996532.85,1,1,1.5611448395490026,2.038161318300087,2.8620988725065044,0.6071118820468344
SSB,2023-04-07,22950.0,22950.0,22760.0,22910.0,831429,False,23304.0,23471.6,33.6248104119209,-0.6504770164787566,890811.0,1,1,0.1745962461807071,0.0,-0.6547359231776516,0.30554343081623747
SSB,2023-05-24,22000.0,22030.0,21850.0,21890.0,488618,False,22535.5,22913.6,31.33837269487712,-0.13686131386860811,602877.45,1,1,1.0050251256281406,1.507537688442211,5.6646870717222475,6.167199634536318
SSB,2023-09-14,23460.0,23900.0,23150.0,23150.0,1253119,False,24511.5,25329.2,32.7651601795475,-2.608329827513678,1294096.85,1,1,1.900647948164147,0.7775377969762419,-4.924406047516198,-5.874730021598272
SSB,2023-11-13,20290.0,20600.0,20200.0,20250.0,1516695,False,21976.5,22474.4,33.54230517116386,-7.786885245901642,1248305.95,1,1,1.925925925925926,0.6419753086419753,0.19753086419753088,-1.5308641975308643
SSB,2024-04-08,19150.0,19320.0,19010.0,19280.0,1448098,False,19611.0,19967.0,24.35236557112199,-0.4646360351058365,1452863.55,1,1,0.6742738589211619,2.0228215767634854,0.46680497925311204,-0.6742738589211619
SSB,2024-05-14,19190.0,19190.0,19010.0,19100.0,1292540,False,19395.0,19584.8,35.084476644144615,-1.1387163561076608,2090729.95,1,1,1.4136125654450262,1.1518324607329842,-0.20942408376963353,-0.6806282722513088
SSB,2025-04-15,18600.0,19100.0,18100.0,18600.0,1968800,False,19525.0,19451.0,40.56421161641746,-9.927360774818405,2040590.0,1,1,4.032258064516129,3.225806451612903,-1.0752688172043012,2.1505376344086025
SSB,2025-11-11,16900.0,16900.0,16600.0,16600.0,2890700,False,17840.0,18970.0,27.76906947401741,-4.871060171919773,2931310.0,1,1,2.4096385542168677,4.518072289156627,3.0120481927710845,4.819277108433735
SSI,2022-11-10,9810.0,9870.0,9270.0,9270.0,18409098,False,10723.0,12359.6,32.30238397921612,-2.8301886792452824,17976069.1,1,1,0.0,13.700107874865155,15.210355987055015,47.896440129449836
SSI,2023-10-03,21910.0,21950.0,20870.0,20940.0,42255212,False,23371.5,21812.2,39.74869723372667,-6.517857142857142,31523690.45,1,1,9.121298949379177,8.30945558739255,4.154727793696275,-14.708691499522445
SSI,2025-12-01,30060.0,30200.0,29150.0,29150.0,28422573,False,31184.0,33439.2,35.34176145103523,-5.876654827252182,28327502.7,1,1,2.5042881646655233,0.8576329331046313,-2.5728987993138936,4.631217838765009
STB,2021-09-15,26650.0,26900.0,26550.0,26600.0,10157900,False,27712.5,28703.0,36.05167919487369,-2.2058823529411797,16104335.0,1,1,1.8796992481203008,0.37593984962406013,-3.007518796992481,-1.3157894736842104
STB,2022-10-24,16050.0,16350.000000000002,14850.0,14850.0,27149344,False,17962.5,21549.0,25.764355157701214,-14.161849710982654,18062637.35,1,1,8.080808080808081,8.754208754208742,4.377104377104377,12.457912457912458
TCB,2022-10-24,10890.0,11030.0,10060.0,10060.0,11803332,False,12987.5,15844.8,13.874086999667352,-15.46218487394958,7853744.05,1,1,7.256461232604374,15.50695825049702,11.530815109343937,4.473161033797217
TCB,2022-11-15,10420.0,10420.0,9750.0,9780.0,10945570,False,11135.5,13517.6,28.610697921273626,-9.02325581395349,7374184.3,1,1,9.611451942740286,5.521472392638037,21.676891615541923,39.059304703476485
TCB,2023-03-22,12490.0,12570.0,12380.0,12380.0,2472073,False,12731.5,13011.0,42.15667860166688,-1.6679904686258906,2326504.15,1,1,1.1308562197092082,6.8659127625201934,12.60096930533118,10.662358642972535
TPB,2022-11-14,9090.0,9200.0,8880.0,9180.0,3213445,False,9574.5,10662.2,33.976583654503955,-2.444208289054195,3344150.75,1,1,5.88235294117647,4.57516339869281,6.64488017429194,16.23093681917211
TPB,2023-10-31,11590.0,11590.0,11370.0,11370.0,2936880,False,11912.0,12872.0,33.0806952412188,-1.302083333333337,4233922.25,1,1,1.58311345646438,4.749340369393139,10.202286719437115,6.068601583113456
VCB,2022-05-13,43300.0,43860.0,41050.0,41050.0,1963600,False,44701.0,45994.4,29.529960357616137,-8.737216540684745,1347300.0,1,1,3.2886723507917175,3.1425091352009744,6.017052375152254,6.431181485992692
